"ensembl_gene_id"	"go_id"	"go_term_name"	"go_term_type"	"gene_biotype"
"301"	"TGME49-268660"	""	""	""	"protein_coding"
"302"	"TGME49-278430"	""	""	""	"protein_coding"
"303"	"TGME49-312240"	""	""	""	"protein_coding"
"304"	"TGME49-215930"	"GO:0006355"	"regulation of transcription, DNA-templated"	"biological_process"	"protein_coding"
"305"	"TGME49-215930"	"GO:0006351"	"transcription, DNA-templated"	"biological_process"	"protein_coding"
"306"	"TGME49-215930"	"GO:0016592"	"mediator complex"	"cellular_component"	"protein_coding"
"307"	"TGME49-215930"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"308"	"TGME49-306890"	""	""	""	"protein_coding"
"309"	"TGME49-228030"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"310"	"TGME49-228030"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"311"	"TGME49-313130"	"GO:0032040"	"small-subunit processome"	"cellular_component"	"protein_coding"
"312"	"TGME49-313130"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"313"	"TGME49-313130"	"GO:0042254"	"ribosome biogenesis"	"biological_process"	"protein_coding"
"314"	"TGME49-313130"	"GO:0005730"	"nucleolus"	"cellular_component"	"protein_coding"
"315"	"TGME49-269630"	""	""	""	"protein_coding"
"316"	"TGME49-272650"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"317"	"TGME49-272650"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"318"	"TGME49-272650"	"GO:0007165"	"signal transduction"	"biological_process"	"protein_coding"
"319"	"TGME49-272650"	"GO:0004114"	"3',5'-cyclic-nucleotide phosphodiesterase activity"	"molecular_function"	"protein_coding"
"320"	"TGME49-272650"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"321"	"TGME49-272650"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"322"	"TGME49-268985"	""	""	""	"protein_coding"
"323"	"TGME49-278050"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"324"	"TGME49-278050"	"GO:0006511"	"ubiquitin-dependent protein catabolic process"	"biological_process"	"protein_coding"
"325"	"TGME49-278050"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"326"	"TGME49-278050"	"GO:0004298"	"threonine-type endopeptidase activity"	"molecular_function"	"protein_coding"
"327"	"TGME49-278050"	"GO:0019773"	"proteasome core complex, alpha-subunit complex"	"cellular_component"	"protein_coding"
"328"	"TGME49-278050"	"GO:0005839"	"proteasome core complex"	"cellular_component"	"protein_coding"
"329"	"TGME49-278050"	"GO:0051603"	"proteolysis involved in cellular protein catabolic process"	"biological_process"	"protein_coding"
"330"	"TGME49-278050"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"331"	"TGME49-278050"	"GO:0000502"	"proteasome complex"	"cellular_component"	"protein_coding"
"332"	"TGME49-279380"	""	""	""	"protein_coding"
"333"	"TGME49-235920"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"334"	"TGME49-235920"	"GO:0016887"	"ATPase"	"molecular_function"	"protein_coding"
"335"	"TGME49-235920"	"GO:0003777"	"microtubule motor activity"	"molecular_function"	"protein_coding"
"336"	"TGME49-235920"	"GO:0007018"	"microtubule-based movement"	"biological_process"	"protein_coding"
"337"	"TGME49-235920"	"GO:0030286"	"dynein complex"	"cellular_component"	"protein_coding"
"338"	"TGME49-235920"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"339"	"TGME49-235920"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"340"	"TGME49-235920"	"GO:0005856"	"cytoskeleton"	"cellular_component"	"protein_coding"
"341"	"TGME49-235920"	"GO:0005874"	"microtubule"	"cellular_component"	"protein_coding"
"342"	"TGME49-235920"	"GO:0008569"	"ATP-dependent microtubule motor activity, minus-end-directed"	"molecular_function"	"protein_coding"
"343"	"TGME49-268170"	""	""	""	"protein_coding"
"344"	"TGME49-311850"	""	""	""	"protein_coding"
"345"	"TGME49-230990"	""	""	""	"protein_coding"
"346"	"TGME49-311260"	"GO:0005509"	"calcium ion binding"	"molecular_function"	"protein_coding"
"347"	"TGME49-215620"	""	""	""	"protein_coding"
"348"	"TGME49-225500"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"349"	"TGME49-225500"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"350"	"TGME49-232530"	"GO:0016817"	"hydrolase activity, acting on acid anhydrides"	"molecular_function"	"protein_coding"
"351"	"TGME49-232530"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"352"	"TGME49-232530"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"353"	"TGME49-232530"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"354"	"TGME49-232530"	"GO:0004386"	"helicase activity"	"molecular_function"	"protein_coding"
"355"	"TGME49-232530"	"GO:0003724"	"RNA helicase activity"	"molecular_function"	"protein_coding"
"356"	"TGME49-232530"	"GO:0016887"	"ATPase"	"molecular_function"	"protein_coding"
"357"	"TGME49-225570"	""	""	""	"protein_coding"
"358"	"TGME49-313590"	""	""	""	"protein_coding"
"359"	"TGME49-273550"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"360"	"TGME49-273550"	"GO:0006004"	"fucose metabolic process"	"biological_process"	"protein_coding"
"361"	"TGME49-273550"	"GO:0016757"	"glycosyltransferase activity"	"molecular_function"	"protein_coding"
"362"	"TGME49-273550"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"363"	"TGME49-273550"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"364"	"TGME49-273550"	"GO:0046922"	"peptide-O-fucosyltransferase activity"	"molecular_function"	"protein_coding"
"365"	"TGME49-273550"	"GO:0036066"	"protein O-linked fucosylation"	"biological_process"	"protein_coding"
"366"	"TGME49-248940"	""	""	""	"protein_coding"
"367"	"TGME49-248320"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"368"	"TGME49-248320"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"369"	"TGME49-236000"	"GO:0009055"	"electron transfer activity"	"molecular_function"	"protein_coding"
"370"	"TGME49-236000"	"GO:0051537"	"2 iron, 2 sulfur cluster binding"	"molecular_function"	"protein_coding"
"371"	"TGME49-236000"	"GO:0051536"	"iron-sulfur cluster binding"	"molecular_function"	"protein_coding"
"372"	"TGME49-236000"	"GO:0022900"	"electron transport chain"	"biological_process"	"protein_coding"
"373"	"TGME49-269450"	""	""	""	"protein_coding"
"374"	"TGME49-218280"	"GO:0005741"	"mitochondrial outer membrane"	"cellular_component"	"protein_coding"
"375"	"TGME49-218280"	"GO:0008320"	"protein transmembrane transporter activity"	"molecular_function"	"protein_coding"
"376"	"TGME49-218280"	"GO:0030150"	"protein import into mitochondrial matrix"	"biological_process"	"protein_coding"
"377"	"TGME49-218280"	"GO:0055085"	"transmembrane transport"	"biological_process"	"protein_coding"
"378"	"TGME49-218280"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"379"	"TGME49-218280"	"GO:0015031"	"protein transport"	"biological_process"	"protein_coding"
"380"	"TGME49-228750"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"381"	"TGME49-228750"	"GO:0005509"	"calcium ion binding"	"molecular_function"	"protein_coding"
"382"	"TGME49-228750"	"GO:0004672"	"protein kinase activity"	"molecular_function"	"protein_coding"
"383"	"TGME49-228750"	"GO:0004687"	"myosin light chain kinase activity"	"molecular_function"	"protein_coding"
"384"	"TGME49-228750"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"385"	"TGME49-228750"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"386"	"TGME49-228750"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"387"	"TGME49-228750"	"GO:0006468"	"protein phosphorylation"	"biological_process"	"protein_coding"
"388"	"TGME49-228750"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"389"	"TGME49-228750"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"390"	"TGME49-232090"	"GO:0003857"	"3-hydroxyacyl-CoA dehydrogenase activity"	"molecular_function"	"protein_coding"
"391"	"TGME49-232090"	"GO:0006631"	"fatty acid metabolic process"	"biological_process"	"protein_coding"
"392"	"TGME49-232090"	"GO:0008691"	"3-hydroxybutyryl-CoA dehydrogenase activity"	"molecular_function"	"protein_coding"
"393"	"TGME49-232090"	"GO:0016491"	"oxidoreductase activity"	"molecular_function"	"protein_coding"
"394"	"TGME49-232090"	"GO:0070403"	"NAD+ binding"	"molecular_function"	"protein_coding"
"395"	"TGME49-232090"	"GO:0016616"	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	"molecular_function"	"protein_coding"
"396"	"TGME49-234980"	""	""	""	"protein_coding"
"397"	"TGME49-230140"	"GO:0016192"	"vesicle-mediated transport"	"biological_process"	"protein_coding"
"398"	"TGME49-230140"	"GO:0050790"	"regulation of catalytic activity"	"biological_process"	"protein_coding"
"399"	"TGME49-230140"	"GO:0005085"	"guanyl-nucleotide exchange factor activity"	"molecular_function"	"protein_coding"
"400"	"TGME49-316780"	""	""	""	"protein_coding"
"401"	"TGME49-268290"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"402"	"TGME49-268290"	"GO:0003676"	"nucleic acid binding"	"molecular_function"	"protein_coding"
"403"	"TGME49-268290"	"GO:0004386"	"helicase activity"	"molecular_function"	"protein_coding"
"404"	"TGME49-268290"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"405"	"TGME49-268290"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"406"	"TGME49-227875"	""	""	""	"protein_coding"
"407"	"TGME49-234200"	""	""	""	"protein_coding"
"408"	"TGME49-248915"	""	""	""	"tRNA"
"409"	"TGME49-226690"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"410"	"TGME49-226690"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"411"	"TGME49-218240"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"412"	"TGME49-218240"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"413"	"TGME49-316900"	""	""	""	"protein_coding"
"414"	"TGME49-278300"	""	""	""	"protein_coding"
"415"	"TGME49-232590"	"GO:0003824"	"catalytic activity"	"molecular_function"	"protein_coding"
"416"	"TGME49-232590"	"GO:0004357"	"glutamate-cysteine ligase activity"	"molecular_function"	"protein_coding"
"417"	"TGME49-232590"	"GO:0006750"	"glutathione biosynthetic process"	"biological_process"	"protein_coding"
"418"	"TGME49-232590"	"GO:0016874"	"ligase activity"	"molecular_function"	"protein_coding"
"419"	"TGME49-235450"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"420"	"TGME49-235450"	"GO:0016874"	"ligase activity"	"molecular_function"	"protein_coding"
"421"	"TGME49-235450"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"422"	"TGME49-235450"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"423"	"TGME49-232035"	""	""	""	"protein_coding"
"424"	"TGME49-251710"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"425"	"TGME49-251710"	"GO:0000139"	"Golgi membrane"	"cellular_component"	"protein_coding"
"426"	"TGME49-251710"	"GO:0005801"	"cis-Golgi network"	"cellular_component"	"protein_coding"
"427"	"TGME49-251710"	"GO:0006888"	"endoplasmic reticulum to Golgi vesicle-mediated transport"	"biological_process"	"protein_coding"
"428"	"TGME49-251710"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"429"	"TGME49-251710"	"GO:0015031"	"protein transport"	"biological_process"	"protein_coding"
"430"	"TGME49-251710"	"GO:0005794"	"Golgi apparatus"	"cellular_component"	"protein_coding"
"431"	"TGME49-200460"	""	""	""	"protein_coding"
"432"	"TGME49-231992"	""	""	""	"protein_coding"
"433"	"TGME49-216380"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"434"	"TGME49-216380"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"435"	"TGME49-216380"	"GO:0000287"	"magnesium ion binding"	"molecular_function"	"protein_coding"
"436"	"TGME49-216380"	"GO:0004012"	"GO_0004012"	"go"	"protein_coding"
"437"	"TGME49-216380"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"438"	"TGME49-216380"	"GO:0005215"	"transporter activity"	"molecular_function"	"protein_coding"
"439"	"TGME49-216380"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"440"	"TGME49-216380"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"441"	"TGME49-216380"	"GO:0015914"	"phospholipid transport"	"biological_process"	"protein_coding"
"442"	"TGME49-216380"	"GO:0140326"	"ATPase-coupled intramembrane lipid transporter activity"	"molecular_function"	"protein_coding"
"443"	"TGME49-216380"	"GO:0034204"	"lipid translocation"	"biological_process"	"protein_coding"
"444"	"TGME49-216380"	"GO:0140603"	"ATP hydrolysis activity"	"molecular_function"	"protein_coding"
"445"	"TGME49-232815"	"GO:0016972"	"thiol oxidase activity"	"molecular_function"	"protein_coding"
"446"	"TGME49-232815"	"GO:0016491"	"oxidoreductase activity"	"molecular_function"	"protein_coding"
"447"	"TGME49-267312"	""	""	""	"protein_coding"
"448"	"TGME49-250685"	""	""	""	"protein_coding"
"449"	"TGME49-309120"	"GO:0003735"	"structural constituent of ribosome"	"molecular_function"	"protein_coding"
"450"	"TGME49-309120"	"GO:0005840"	"ribosome"	"cellular_component"	"protein_coding"
"451"	"TGME49-309120"	"GO:0006412"	"translation"	"biological_process"	"protein_coding"
"452"	"TGME49-200270"	"GO:0005576"	"extracellular region"	"cellular_component"	"protein_coding"
"453"	"TGME49-200270"	"GO:0006508"	"proteolysis"	"biological_process"	"protein_coding"
"454"	"TGME49-200270"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"455"	"TGME49-212100"	"GO:0008641"	"ubiquitin-like modifier activating enzyme activity"	"molecular_function"	"protein_coding"
"456"	"TGME49-247450"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"457"	"TGME49-247450"	"GO:0003676"	"nucleic acid binding"	"molecular_function"	"protein_coding"
"458"	"TGME49-216510"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"459"	"TGME49-216510"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"460"	"TGME49-315110"	"GO:0051082"	"unfolded protein binding"	"molecular_function"	"protein_coding"
"461"	"TGME49-315110"	"GO:0006457"	"protein folding"	"biological_process"	"protein_coding"
"462"	"TGME49-315110"	"GO:0016272"	"prefoldin complex"	"cellular_component"	"protein_coding"
"463"	"TGME49-217760"	"GO:0005525"	"GTP binding"	"molecular_function"	"protein_coding"
"464"	"TGME49-217760"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"465"	"TGME49-217760"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"466"	"TGME49-309040"	"GO:0003723"	"RNA binding"	"molecular_function"	"protein_coding"
"467"	"TGME49-309040"	"GO:0003729"	"mRNA binding"	"molecular_function"	"protein_coding"
"468"	"TGME49-310100"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"469"	"TGME49-310100"	"GO:0006506"	"GPI anchor biosynthetic process"	"biological_process"	"protein_coding"
"470"	"TGME49-310100"	"GO:0016758"	"hexosyltransferase activity"	"molecular_function"	"protein_coding"
"471"	"TGME49-310100"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"472"	"TGME49-310100"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"473"	"TGME49-310100"	"GO:0005789"	"endoplasmic reticulum membrane"	"cellular_component"	"protein_coding"
"474"	"TGME49-310100"	"GO:0016757"	"glycosyltransferase activity"	"molecular_function"	"protein_coding"
"475"	"TGME49-310100"	"GO:0005783"	"endoplasmic reticulum"	"cellular_component"	"protein_coding"
"476"	"TGME49-310100"	"GO:0097502"	"mannosylation"	"biological_process"	"protein_coding"
"477"	"TGME49-310100"	"GO:0004376"	"glycolipid mannosyltransferase activity"	"molecular_function"	"protein_coding"
"478"	"TGME49-310100"	"GO:0051751"	"alpha-1,4-mannosyltransferase activity"	"molecular_function"	"protein_coding"
"479"	"TGME49-315350"	"GO:0007034"	"vacuolar transport"	"biological_process"	"protein_coding"
"480"	"TGME49-214390"	""	""	""	"protein_coding"
"481"	"TGME49-217510"	""	""	""	"protein_coding"
"482"	"TGME49-226870"	"GO:0005525"	"GTP binding"	"molecular_function"	"protein_coding"
"483"	"TGME49-226870"	"GO:0003924"	"GTPase activity"	"molecular_function"	"protein_coding"
"484"	"TGME49-226870"	"GO:0005874"	"microtubule"	"cellular_component"	"protein_coding"
"485"	"TGME49-226870"	"GO:0031122"	"cytoplasmic microtubule organization"	"biological_process"	"protein_coding"
"486"	"TGME49-226870"	"GO:0007020"	"microtubule nucleation"	"biological_process"	"protein_coding"
"487"	"TGME49-226870"	"GO:0000930"	"gamma-tubulin complex"	"cellular_component"	"protein_coding"
"488"	"TGME49-226870"	"GO:0007017"	"microtubule-based process"	"biological_process"	"protein_coding"
"489"	"TGME49-226870"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"490"	"TGME49-217770"	""	""	""	"protein_coding"
"491"	"TGME49-313050"	"GO:0004316"	"3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity"	"molecular_function"	"protein_coding"
"492"	"TGME49-313050"	"GO:0102131"	"3-oxo-glutaryl-[acp] methyl ester reductase activity"	"molecular_function"	"protein_coding"
"493"	"TGME49-313050"	"GO:0102132"	"3-oxo-pimeloyl-[acp] methyl ester reductase activity"	"molecular_function"	"protein_coding"
"494"	"TGME49-313050"	"GO:0016491"	"oxidoreductase activity"	"molecular_function"	"protein_coding"
"495"	"TGME49-230380"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"496"	"TGME49-230380"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"497"	"TGME49-230380"	"GO:0005622"	"intracellular anatomical structure"	"cellular_component"	"protein_coding"
