source_id	description	gene_type	input_ID	external_gene_name	Computed_GO_Component_ID	Computed_GO_Component	Computed_GO_Function_ID	Computed_GO_Function	Computed_GO_Progess_ID	Computed_GO_Progress	Curated_GO_Component_ID	Curated_GO_Component	Curated_GO_Function_ID	Curated_GO_Function	Curated_GO_Process_ID	Curated_GO_Process	ensembl_gene_id	description_1	hyperlopet_allocation
TGME49_272650-t26_1	3'5'-cyclic nucleotide phosphodiesterase domain-containing protein	protein coding gene	TGME49_272650	N/A	GO:0016021	integral component of membrane	GO:0004114;GO:0046872	3',5'-cyclic-nucleotide phosphodiesterase activity;metal ion binding	GO:0007165	signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-272650	3'5'-cyclic nucleotide phosphodiesterase domain-containing protein	PM - integral
TGME49_272660-t26_1	hypothetical protein	protein coding gene	TGME49_272660	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-272660	hypothetical protein	ER 2
TGME49_273030-t26_1	phosphoglycerate mutase family protein	protein coding gene	TGME49_273030	N/A	N/A	N/A	GO:0004619	phosphoglycerate mutase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-273030	phosphoglycerate mutase family protein	nucleus - chromatin
TGME49_273090-t26_1	cell division protein CDC48CY	protein coding gene	TGME49_273090	CDC48CY	N/A	N/A	GO:0005524;GO:0016887;GO:0009378;GO:0016787;GO:0008568	ATP binding;ATP hydrolysis activity;four-way junction helicase activity;hydrolase activity;microtubule-severing ATPase activity	GO:0006310;GO:0006281;GO:0051301	DNA recombination;DNA repair;cell division	GO:0005737	cytoplasm	N/A	N/A	N/A	N/A	TGME49-273090	cell division protein CDC48CY	cytosol
TGME49_273560-t26_1	kinesin heavy chain, putative	protein coding gene	TGME49_273560	N/A	N/A	N/A	GO:0005524;GO:0008017;GO:0003777	ATP binding;microtubule binding;microtubule motor activity	GO:0007018	microtubule-based movement	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-273560	kinesin heavy chain	unknown
TGME49_273930-t26_1	DNA topoisomerase domain-containing protein	protein coding gene	TGME49_273930	N/A	N/A	N/A	GO:0016853;GO:0005515	isomerase activity;protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-273930	DNA topoisomerase domain-containing protein	mitochondrion - soluble
TGME49_275460-t26_1	hypothetical protein	protein coding gene	TGME49_275460	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-275460	hypothetical protein	dense granules
TGME49_275568-t26_1	GPI transamidase subunit PIG-U protein	protein coding gene	TGME49_275568	N/A	GO:0042765;GO:0005789;GO:0016021	GPI-anchor transamidase complex;endoplasmic reticulum membrane;integral component of membrane	N/A	N/A	GO:0006506;GO:0016255	GPI anchor biosynthetic process;attachment of GPI anchor to protein	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-275568	GPI transamidase subunit PIG-U protein	ER 1
TGME49_275670-t26_1	alveolin domain containing intermediate filament IMC15	protein coding gene	TGME49_275670	ALV5	N/A	N/A	N/A	N/A	N/A	N/A	GO:0070258	inner membrane pellicle complex	N/A	N/A	N/A	N/A	TGME49-275670	alveolin domain containing intermediate filament IMC15	apical 1
TGME49_275690-t26_1	ClpB, putative	protein coding gene	TGME49_275690	N/A	GO:0005737;GO:0005622	cytoplasm;intracellular anatomical structure	GO:0005524;GO:0016887;GO:0008134	ATP binding;ATP hydrolysis activity;transcription factor binding	GO:0019538;GO:0042026;GO:0006355;GO:0009408	protein metabolic process;protein refolding;regulation of transcription, DNA-templated;response to heat	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-275690	ClpB	apicoplast
TGME49_275860-t26_1	hypothetical protein	protein coding gene	TGME49_275860	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-275860	hypothetical protein	dense granules
TGME49_276110-t26_1	cytochrome b5 family heme/steroid binding domain-containing protein	protein coding gene	TGME49_276110	N/A	GO:0016021	integral component of membrane	GO:0020037;GO:0009703	heme binding;nitrate reductase (NADH) activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-276110	cytochrome b5 family heme/steroid binding domain-containing protein	ER 1
TGME49_276130-t26_1	cathepsin CPC2	protein coding gene	TGME49_276130	CPC2	N/A	N/A	GO:0008234	cysteine-type peptidase activity	GO:0006508	proteolysis	GO:0045177	apical part of cell	N/A	N/A	N/A	N/A	TGME49-276130	cathepsin CPC2	rhoptries 2
TGME49_276210-t26_1	phosphoglycerate mutase family protein	protein coding gene	TGME49_276210	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-276210	phosphoglycerate mutase family protein	mitochondrion - soluble
TGME49_276910-t26_1	endoplasmic reticulum lumen protein retaining receptor (ERD2) family protein	protein coding gene	TGME49_276910	N/A	GO:0005789;GO:0016021	endoplasmic reticulum membrane;integral component of membrane	GO:0046923	ER retention sequence binding	GO:0006621;GO:0015031	protein retention in ER lumen;protein transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-276910	endoplasmic reticulum lumen protein retaining receptor (ERD2) family protein	Golgi
TGME49_276970-t26_1	hypothetical protein	protein coding gene	TGME49_276970	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-276970	hypothetical protein	apicoplast
TGME49_277000-t26_1	transport protein Sec24, putative	protein coding gene	TGME49_277000	N/A	GO:0030127	COPII vesicle coat	GO:0008270	zinc ion binding	GO:0006888;GO:0006886	endoplasmic reticulum to Golgi vesicle-mediated transport;intracellular protein transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-277000	transport protein Sec24	unknown
TGME49_277080-t26_1	microneme protein MIC5	protein coding gene	TGME49_277080	MIC5	N/A	N/A	N/A	N/A	N/A	N/A	GO:0045177;GO:0020009	apical part of cell;microneme	N/A	N/A	N/A	N/A	TGME49-277080	microneme protein MIC5	micronemes
TGME49_277720-t26_1	GDA1/CD39 (nucleoside phosphatase) family protein	protein coding gene	TGME49_277720	N/A	N/A	N/A	GO:0005524;GO:0016787;GO:0017111	ATP binding;hydrolase activity;nucleoside-triphosphatase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-277720	GDA1/CD39 (nucleoside phosphatase) family protein	rhoptries 1
TGME49_278130-t26_1	hypothetical protein	protein coding gene	TGME49_278130	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-278130	hypothetical protein	nucleus - chromatin
TGME49_278510-t26_1	protein phosphatase 2C domain-containing protein	protein coding gene	TGME49_278510	N/A	N/A	N/A	GO:0003824;GO:0004721;GO:0004722	catalytic activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity	GO:0006470	protein dephosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-278510	protein phosphatase 2C domain-containing protein	rhoptries 1
TGME49_278540-t26_1	hypothetical protein	protein coding gene	TGME49_278540	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-278540	hypothetical protein	cytosol
TGME49_278770-t26_1	hypothetical protein	protein coding gene	TGME49_278770	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-278770	hypothetical protein	nucleus - chromatin
TGME49_278780-t26_1	hypothetical protein	protein coding gene	TGME49_278780	N/A	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-278780	hypothetical protein	apical 1
TGME49_278850-t26_1	DHHC zinc finger domain-containing protein	protein coding gene	TGME49_278850	N/A	GO:0016021	integral component of membrane	GO:0016409;GO:0019706;GO:0008270	palmitoyltransferase activity;protein-cysteine S-palmitoyltransferase activity;zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-278850	DHHC zinc finger domain-containing protein	IMC
TGME49_278870-t26_1	myosin F	protein coding gene	TGME49_278870	N/A	GO:0016459	myosin complex	GO:0005524;GO:0003779;GO:0003774;GO:0005515	ATP binding;actin binding;cytoskeletal motor activity;protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-278870	myosin F	nucleus - chromatin
TGME49_279330-t26_1	DEAD/DEAH box helicase family protein	protein coding gene	TGME49_279330	N/A	N/A	N/A	GO:0005524;GO:0004386;GO:0003676	ATP binding;helicase activity;nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-279330	DEAD/DEAH box helicase family protein	nucleolus
TGME49_279340-t26_1	hypothetical protein	protein coding gene	TGME49_279340	N/A	GO:0016021	integral component of membrane	N/A	N/A	GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-279340	hypothetical protein	ER 1
TGME49_279420-t26_1	hypothetical protein	protein coding gene	TGME49_279420	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-279420	hypothetical protein	rhoptries 1
TGME49_280370-t26_1	hypothetical protein	protein coding gene	TGME49_280370	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-280370	hypothetical protein	nucleus - non-chromatin
TGME49_280380-t26_1	poly(ADP-ribose) glycohydrolase	protein coding gene	TGME49_280380	N/A	N/A	N/A	GO:0004649	poly(ADP-ribose) glycohydrolase activity	GO:0005975	carbohydrate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-280380	poly(ADP-ribose) glycohydrolase	dense granules
TGME49_280480-t26_1	EF hand domain-containing protein	protein coding gene	TGME49_280480	N/A	GO:0016021	integral component of membrane	GO:0005509	calcium ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-280480	EF hand domain-containing protein	rhoptries 2
TGME49_280670-t26_1	hypothetical protein	protein coding gene	TGME49_280670	N/A	GO:0016021	integral component of membrane	GO:0015144	carbohydrate transmembrane transporter activity	GO:0034219	carbohydrate transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-280670	hypothetical protein	rhoptries 2
TGME49_282055-t26_1	protein phosphatase PP2C-hn	protein coding gene	TGME49_282055	PP2CHN	N/A	N/A	GO:0003824;GO:0004721;GO:0004722	catalytic activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity	GO:0006470	protein dephosphorylation	GO:0042025;GO:0020008	host cell nucleus;rhoptry	N/A	N/A	N/A	N/A	TGME49-282055	protein phosphatase PP2C-hn	rhoptries 1
TGME49_282090-t26_1	hypothetical protein	protein coding gene	TGME49_282090	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-282090	hypothetical protein	cytosol
TGME49_282150-t26_1	hypothetical protein	protein coding gene	TGME49_282150	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-282150	hypothetical protein	apicoplast
TGME49_283510-t26_1	hypothetical protein	protein coding gene	TGME49_283510	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-283510	hypothetical protein	IMC
TGME49_283540-t26_1	hypothetical protein	protein coding gene	TGME49_283540	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-283540	hypothetical protein	micronemes
TGME49_283710-t26_1	longevity-assurance protein (LAG1) domain-containing protein	protein coding gene	TGME49_283710	N/A	GO:0016021	integral component of membrane	GO:0050291	sphingosine N-acyltransferase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-283710	longevity-assurance protein (LAG1) domain-containing protein	ER 1
TGME49_284540-t26_1	ATP synthase F1, delta subunit protein	protein coding gene	TGME49_284540	N/A	N/A	N/A	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	GO:0015986	ATP synthesis coupled proton transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-284540	ATP synthase F1	mitochondrion - membranes
TGME49_285290-t26_1	hypothetical protein	protein coding gene	TGME49_285290	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-285290	hypothetical protein	rhoptries 2
TGME49_285870-t26_1	SAG-related sequence SRS20A	protein coding gene	TGME49_285870	SRS20A	GO:0016020	membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-285870	SAG-related sequence SRS20A	PM - peripheral 1
TGME49_286580-t26_1	hypothetical protein	protein coding gene	TGME49_286580	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-286580	hypothetical protein	IMC
TGME49_286590-t26_1	microtubule associated protein SPM2	protein coding gene	TGME49_286590	SPM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-286590	microtubule associated protein SPM2	tubulin cytoskeleton
TGME49_286600-t26_1	hypothetical protein	protein coding gene	TGME49_286600	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-286600	hypothetical protein	tubulin cytoskeleton
TGME49_286630-t26_1	redoxin domain-containing protein	protein coding gene	TGME49_286630	N/A	GO:0005623	obsolete cell	GO:0016209;GO:0016491;GO:0004601;GO:0051920	antioxidant activity;oxidoreductase activity;peroxidase activity;peroxiredoxin activity	GO:0045454;GO:0055114	cell redox homeostasis;obsolete oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-286630	redoxin domain-containing protein	apicoplast
TGME49_286770-t26_1	hypothetical protein	protein coding gene	TGME49_286770	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-286770	hypothetical protein	PM - integral
TGME49_287040-t26_1	hypothetical protein	protein coding gene	TGME49_287040	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-287040	hypothetical protein	micronemes
TGME49_287210-t26_1	proteasome subunit alpha2, protease of the acylase family and NTN hydrolase fold, putative	protein coding gene	TGME49_287210	N/A	GO:0005737;GO:0005634;GO:0005839;GO:0019773	cytoplasm;nucleus;proteasome core complex;proteasome core complex, alpha-subunit complex	GO:0004175;GO:0004298	endopeptidase activity;threonine-type endopeptidase activity	GO:0051603;GO:0006511	proteolysis involved in cellular protein catabolic process;ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-287210	proteasome subunit alpha2	31.508693
TGME49_287230-t26_1	inorganic anion transporter, sulfate permease (SulP) family protein	protein coding gene	TGME49_287230	N/A	GO:0016021	integral component of membrane	GO:0015116;GO:0005215	sulfate transmembrane transporter activity;transporter activity	GO:0008272;GO:0055085;GO:0006810	sulfate transport;transmembrane transport;transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-287230	inorganic anion transporter	unknown
TGME49_288360-t26_1	tryptophanyl-tRNA synthetase (TrpRS2)	protein coding gene	TGME49_288360	N/A	GO:0005737	cytoplasm	GO:0005524;GO:0004812;GO:0000166;GO:0004830	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tryptophan-tRNA ligase activity	GO:0006418;GO:0006436	tRNA aminoacylation for protein translation;tryptophanyl-tRNA aminoacylation	GO:0020011	apicoplast	N/A	N/A	N/A	N/A	TGME49-288360	tryptophanyl-tRNA synthetase (TrpRS2)	cytosol
TGME49_288380-t26_1	heat shock protein HSP90	protein coding gene	TGME49_288380	HSP90	N/A	N/A	GO:0005524;GO:0051082	ATP binding;unfolded protein binding	GO:0006457;GO:0006950	protein folding;response to stress	GO:0005737;GO:0005634	cytoplasm;nucleus	N/A	N/A	N/A	N/A	TGME49-288380	heat shock protein HSP90	cytosol
TGME49_289000-t26_1	hypothetical protein	protein coding gene	TGME49_289000	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-289000	hypothetical protein	apicoplast
TGME49_289050-t26_1	FIKK kinase, putative	protein coding gene	TGME49_289050	N/A	N/A	N/A	GO:0005524;GO:0004672	ATP binding;protein kinase activity	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-289050	FIKK kinase	unknown
TGME49_289070-t26_1	E1-E2 ATPase subfamily protein	protein coding gene	TGME49_289070	N/A	GO:0016021	integral component of membrane	GO:0005388;GO:0016787;GO:0046872;GO:0000166	P-type calcium transporter activity;hydrolase activity;metal ion binding;nucleotide binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-289070	E1-E2 ATPase subfamily protein	PM - integral
TGME49_289100-t26_1	hypothetical protein	protein coding gene	TGME49_289100	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-289100	hypothetical protein	cytosol
TGME49_289210-t26_1	prefoldin subunit protein	protein coding gene	TGME49_289210	N/A	GO:0016272	prefoldin complex	GO:0051082	unfolded protein binding	GO:0006457	protein folding	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-289210	prefoldin subunit protein	cytosol
TGME49_289350-t26_1	ATP-binding cassette G family transporter ABCG84	protein coding gene	TGME49_289350	ABCG84	GO:0016021;GO:0016020	integral component of membrane;membrane	GO:0015416;GO:0005524;GO:0016887	ABC-type phosphonate transporter activity;ATP binding;ATP hydrolysis activity	N/A	N/A	GO:0005737;GO:0005783	cytoplasm;endoplasmic reticulum	N/A	N/A	N/A	N/A	TGME49-289350	ATP-binding cassette G family transporter ABCG84	PM - integral
TGME49_289620-t26_1	cathepsin CPC1	protein coding gene	TGME49_289620	CPC1	N/A	N/A	GO:0008234	cysteine-type peptidase activity	GO:0006508	proteolysis	GO:0045177	apical part of cell	N/A	N/A	N/A	N/A	TGME49-289620	cathepsin CPC1	micronemes
TGME49_289760-t26_1	hypothetical protein	protein coding gene	TGME49_289760	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-289760	hypothetical protein	apicoplast
TGME49_289770-t26_1	mu1 adaptin	protein coding gene	TGME49_289770	N/A	GO:0030131	clathrin adaptor complex	GO:0005515	protein binding	GO:0006886;GO:0016192	intracellular protein transport;vesicle-mediated transport	GO:0005794;GO:0045177	Golgi apparatus;apical part of cell	N/A	N/A	N/A	N/A	TGME49-289770	mu1 adaptin	nucleus - chromatin
TGME49_289970-t26_1	hypothetical protein	protein coding gene	TGME49_289970	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-289970	hypothetical protein	nucleus - chromatin
TGME49_290200-t26_1	NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain-containing protein	protein coding gene	TGME49_290200	N/A	N/A	N/A	GO:0050662;GO:0016491	obsolete coenzyme binding;oxidoreductase activity	GO:0055114	obsolete oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-290200	NAD/NADP octopine/nopaline dehydrogenase	unknown
TGME49_290620-t26_1	hypothetical protein	protein coding gene	TGME49_290620	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-290620	hypothetical protein	nucleus - chromatin
TGME49_290900-t26_1	hydrolase, NUDIX family protein	protein coding gene	TGME49_290900	N/A	N/A	N/A	GO:0016787	hydrolase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-290900	hydrolase	unknown
TGME49_291800-t26_1	ADP-ribosylation factor family protein	protein coding gene	TGME49_291800	N/A	N/A	N/A	GO:0005525	GTP binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-291800	ADP-ribosylation factor family protein	IMC
TGME49_291880-t26_1	hypothetical protein	protein coding gene	TGME49_291880	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-291880	hypothetical protein	apical 1
TGME49_291960-t26_1	rhoptry kinase family protein ROP40 (incomplete catalytic triad)	protein coding gene	TGME49_291960	ROP40	N/A	N/A	GO:0016301	kinase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-291960	rhoptry kinase family protein ROP40 (incomplete catalytic triad)	rhoptries 1
TGME49_292110-t26_1	formate/nitrite transporter protein	protein coding gene	TGME49_292110	N/A	GO:0016021;GO:0016020	integral component of membrane;membrane	GO:0022857;GO:0005215	transmembrane transporter activity;transporter activity	GO:0055085;GO:0006810	transmembrane transport;transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-292110	formate/nitrite transporter protein	PM - integral
TGME49_292330-t26_1	hypothetical protein	protein coding gene	TGME49_292330	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-292330	hypothetical protein	apicoplast
TGME49_292360-t26_1	hypothetical protein	protein coding gene	TGME49_292360	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-292360	hypothetical protein	apicoplast
TGME49_293360-t26_1	hypothetical protein	protein coding gene	TGME49_293360	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-293360	hypothetical protein	IMC
TGME49_293430-t26_1	hypothetical protein	protein coding gene	TGME49_293430	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-293430	hypothetical protein	PM - integral
TGME49_293510-t26_1	poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region domain-containing protein	protein coding gene	TGME49_293510	N/A	GO:0005634	nucleus	GO:0003677;GO:0003950;GO:0016874;GO:0008270	DNA binding;NAD+ ADP-ribosyltransferase activity;ligase activity;zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-293510	poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region domain-containing protein	nucleus - chromatin
TGME49_293540-t26_1	hypothetical protein	protein coding gene	TGME49_293540	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-293540	hypothetical protein	apical 2
TGME49_293570-t26_1	translocation protein sec62, putative	protein coding gene	TGME49_293570	N/A	GO:0030176;GO:0016021	integral component of endoplasmic reticulum membrane;integral component of membrane	GO:0008565	obsolete protein transporter activity	GO:0015031	protein transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-293570	translocation protein sec62	ER 1
TGME49_293590-t26_1	3-oxoacyl-acyl-carrier protein synthase I/II, putative	protein coding gene	TGME49_293590	N/A	N/A	N/A	GO:0016747;GO:0033817;GO:0003824	acyltransferase activity, transferring groups other than amino-acyl groups;beta-ketoacyl-acyl-carrier-protein synthase II activity;catalytic activity	GO:0006633	fatty acid biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-293590	3-oxoacyl-acyl-carrier protein synthase I/II	apicoplast
TGME49_293690-t26_1	profilin PRF	protein coding gene	TGME49_293690	PRF	GO:0015629;GO:0005737	actin cytoskeleton;cytoplasm	GO:0003779;GO:0003785;GO:0005543	actin binding;actin monomer binding;phospholipid binding	GO:0030036;GO:0060327;GO:0007010	actin cytoskeleton organization;cytoplasmic actin-based contraction involved in cell motility;cytoskeleton organization	GO:0005737	cytoplasm	N/A	N/A	N/A	N/A	TGME49-293690	profilin PRF	cytosol
TGME49_294330-t26_1	EGF family domain-containing protein	protein coding gene	TGME49_294330	N/A	GO:0016021;GO:0016020	integral component of membrane;membrane	GO:0005515	protein binding	GO:0009405	obsolete pathogenesis	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-294330	EGF family domain-containing protein	micronemes
TGME49_294340-t26_1	hypothetical protein	protein coding gene	TGME49_294340	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-294340	hypothetical protein	IMC
TGME49_294560-t26_1	rhoptry kinase family protein ROP37 (incomplete catalytic triad)	protein coding gene	TGME49_294560	ROP37	N/A	N/A	GO:0005524;GO:0004672	ATP binding;protein kinase activity	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-294560	rhoptry kinase family protein ROP37 (incomplete catalytic triad)	rhoptries 1
TGME49_294790-t26_1	hypothetical protein	protein coding gene	TGME49_294790	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-294790	hypothetical protein	rhoptries 2
TGME49_295110-t26_1	rhoptry protein ROP7	protein coding gene	TGME49_295110	ROP7	N/A	N/A	GO:0005524;GO:0004672	ATP binding;protein kinase activity	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-295110	rhoptry protein ROP7	rhoptries 1
TGME49_295420-t26_1	hypothetical protein	protein coding gene	TGME49_295420	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-295420	hypothetical protein	apical 2
TGME49_295620-t26_1	hypothetical protein	protein coding gene	TGME49_295620	N/A	N/A	N/A	GO:0046872	metal ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-295620	hypothetical protein	nucleus - non-chromatin
TGME49_295630-t26_1	hypothetical protein	protein coding gene	TGME49_295630	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-295630	hypothetical protein	ER 1
TGME49_295730-t26_1	tetratricopeptide repeat-containing protein	protein coding gene	TGME49_295730	N/A	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-295730	tetratricopeptide repeat-containing protein	cytosol
TGME49_295990-t26_1	ubiquitin conjugating enzyme E2, putative	protein coding gene	TGME49_295990	N/A	N/A	N/A	GO:0016881;GO:0016874;GO:0004842	acid-amino acid ligase activity;ligase activity;ubiquitin-protein transferase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-295990	ubiquitin conjugating enzyme E2	apicoplast
TGME49_297060-t26_1	phosphoglycerate mutase PGMII	protein coding gene	TGME49_297060	PGMII	N/A	N/A	GO:0004082;GO:0003824;GO:0016868;GO:0004619	bisphosphoglycerate mutase activity;catalytic activity;intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096	glycolytic process	GO:0005737	cytoplasm	N/A	N/A	N/A	N/A	TGME49-297060	phosphoglycerate mutase PGMII	cytosol
TGME49_297070-t26_1	hypothetical protein	protein coding gene	TGME49_297070	N/A	N/A	N/A	GO:0004089;GO:0008270	carbonate dehydratase activity;zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-297070	hypothetical protein	rhoptries 2
TGME49_297180-t26_1	hypothetical protein	protein coding gene	TGME49_297180	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-297180	hypothetical protein	apical 1
TGME49_297245-t26_1	transporter, major facilitator family protein	protein coding gene	TGME49_297245	N/A	GO:0016021	integral component of membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-297245	transporter	unknown
